hotel_name,price_cny,room_type,review_score,detail_link,location_desc,location_score,distance_to_centre,city,checkin,checkout,scraped_at
La Curt by Ambroeus apartments,629,One-Bedroom Apartment,10,https://www.booking.com/hotel/it/la-curt-by-ambroeus-apartments.html?aid=304142&label=gen173nr-10CAQoggJCHHNlYXJjaF9taWxhbiBjZW50cmFsIHN0YXRpb25IMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKuzpjTBsACAdICJGUwY2IwYWM2LWRlYmQtNGY2Ni05Nzg5LWQ3NDY2OGEyYjJjZNgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-07-30&checkout=2027-08-02&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=26&hapos=26&sr_order=popularity&srpvid=ed216c979cb60248&srepoch=1785079608&all_sr_blocks=1671855301_438948358_2_0_0&highlighted_blocks=1671855301_438948358_2_0_0&matching_block_id=1671855301_438948358_2_0_0&sr_pri_blocks=1671855301_438948358_2_0_0__24464&from=searchresults,N/A,10,N/A,Milan Central Station,2027-07-30,2027-08-02,2026-07-26 15:17:14
Ostello Domus Civica,932,Basic Triple Room with Shared Bathroom and Air-Conditioning,8.7,https://www.booking.com/hotel/it/ostello-domus-civica.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF92ZW5pY2VIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALE0JjTBsACAdICJDE3OTQzOWM5LTNiMGEtNDU3OS04ZjBiLTE5OTJiYjAzNGM3MtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-02&checkout=2027-08-05&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=1&hapos=1&sr_order=popularity&srpvid=bb756d223ee001ba&srepoch=1785079885&all_sr_blocks=53840013_359086358_3_0_0_1131712&highlighted_blocks=53840013_359086358_3_0_0_1131712&matching_block_id=53840013_359086358_3_0_0_1131712&sr_pri_blocks=53840013_359086358_3_0_0_1131712_36273&from=searchresults,0.8 miles from downtown,9.4,0.8 miles from downtown,Venice,2027-08-02,2027-08-05,2026-07-26 15:17:14
CobosVeniceDreamStay,695,Deluxe Room,N/A,https://www.booking.com/hotel/it/cobosvenicedreamstay.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF92ZW5pY2VIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALE0JjTBsACAdICJDE3OTQzOWM5LTNiMGEtNDU3OS04ZjBiLTE5OTJiYjAzNGM3MtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-02&checkout=2027-08-05&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=2&hapos=2&sr_order=popularity&srpvid=bb756d223ee001ba&srepoch=1785079885&all_sr_blocks=1609532501_431858444_2_2_0&highlighted_blocks=1609532501_431858444_2_2_0&matching_block_id=1609532501_431858444_2_2_0&sr_pri_blocks=1609532501_431858444_2_2_0__27338&from=searchresults,0.6 miles from downtown,N/A,0.6 miles from downtown,Venice,2027-08-02,2027-08-05,2026-07-26 15:17:14
Garden Palace Rooms,959,Double Room with Private Bathroom,8.5,https://www.booking.com/hotel/it/garden-palace-room.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF92ZW5pY2VIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALE0JjTBsACAdICJDE3OTQzOWM5LTNiMGEtNDU3OS04ZjBiLTE5OTJiYjAzNGM3MtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-02&checkout=2027-08-05&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=3&hapos=3&sr_order=popularity&srpvid=bb756d223ee001ba&srepoch=1785079885&all_sr_blocks=1642606801_434432325_2_0_0&highlighted_blocks=1642606801_434432325_2_0_0&matching_block_id=1642606801_434432325_2_0_0&sr_pri_blocks=1642606801_434432325_2_0_0__41323&from=searchresults,0.5 miles from downtown,N/A,0.5 miles from downtown,Venice,2027-08-02,2027-08-05,2026-07-26 15:17:14
Papa Paolo II,"1,003",Apartment with Terrace,8.1,https://www.booking.com/hotel/it/papa-paolo-ii.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF92ZW5pY2VIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALE0JjTBsACAdICJDE3OTQzOWM5LTNiMGEtNDU3OS04ZjBiLTE5OTJiYjAzNGM3MtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-02&checkout=2027-08-05&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=4&hapos=4&sr_order=popularity&srpvid=bb756d223ee001ba&srepoch=1785079885&all_sr_blocks=169328301_270811254_4_0_0&highlighted_blocks=169328301_270811254_4_0_0&matching_block_id=169328301_270811254_4_0_0&sr_pri_blocks=169328301_270811254_4_0_0__44027&from=searchresults,0.4 miles from downtown,9.7,0.4 miles from downtown,Venice,2027-08-02,2027-08-05,2026-07-26 15:17:14
CASA MODERNA A DUE PASSI DA RIALTO,"1,191",Two-Bedroom Apartment,9.3,https://www.booking.com/hotel/it/casa-moderna-a-due-passi-da-rialto.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF92ZW5pY2VIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALE0JjTBsACAdICJDE3OTQzOWM5LTNiMGEtNDU3OS04ZjBiLTE5OTJiYjAzNGM3MtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-02&checkout=2027-08-05&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=5&hapos=5&sr_order=popularity&srpvid=bb756d223ee001ba&srepoch=1785079885&all_sr_blocks=659267801_382363536_4_0_0&highlighted_blocks=659267801_382363536_4_0_0&matching_block_id=659267801_382363536_4_0_0&sr_pri_blocks=659267801_382363536_4_0_0__46364&from=searchresults,0.5 miles from downtown,9.6,0.5 miles from downtown,Venice,2027-08-02,2027-08-05,2026-07-26 15:17:14
Ca Gabry,"1,135",Two-Bedroom Apartment,9.3,https://www.booking.com/hotel/it/ca-gabry-venezia2.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF92ZW5pY2VIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALE0JjTBsACAdICJDE3OTQzOWM5LTNiMGEtNDU3OS04ZjBiLTE5OTJiYjAzNGM3MtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-02&checkout=2027-08-05&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=6&hapos=6&sr_order=popularity&srpvid=bb756d223ee001ba&srepoch=1785079885&all_sr_blocks=973291701_370001947_2_0_0&highlighted_blocks=973291701_370001947_2_0_0&matching_block_id=973291701_370001947_2_0_0&sr_pri_blocks=973291701_370001947_2_0_0__52682&from=searchresults,0.6 miles from downtown,9.9,0.6 miles from downtown,Venice,2027-08-02,2027-08-05,2026-07-26 15:17:14
Cozy Studio with Canal View,"1,261",One-Bedroom Apartment,9.1,https://www.booking.com/hotel/it/cozy-studio-with-canal-view.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF92ZW5pY2VIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALE0JjTBsACAdICJDE3OTQzOWM5LTNiMGEtNDU3OS04ZjBiLTE5OTJiYjAzNGM3MtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-02&checkout=2027-08-05&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=7&hapos=7&sr_order=popularity&srpvid=bb756d223ee001ba&srepoch=1785079885&all_sr_blocks=1170445701_389603486_3_0_0&highlighted_blocks=1170445701_389603486_3_0_0&matching_block_id=1170445701_389603486_3_0_0&sr_pri_blocks=1170445701_389603486_3_0_0__58091&from=searchresults,0.5 miles from downtown,9.7,0.5 miles from downtown,Venice,2027-08-02,2027-08-05,2026-07-26 15:17:14
Ca Querini - Mezzanino,"1,378",One-Bedroom Apartment,9.4,https://www.booking.com/hotel/it/ca-querini-mezzanino.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF92ZW5pY2VIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALE0JjTBsACAdICJDE3OTQzOWM5LTNiMGEtNDU3OS04ZjBiLTE5OTJiYjAzNGM3MtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-02&checkout=2027-08-05&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=8&hapos=8&sr_order=popularity&srpvid=bb756d223ee001ba&srepoch=1785079885&all_sr_blocks=1452476901_427717629_3_0_0&highlighted_blocks=1452476901_427717629_3_0_0&matching_block_id=1452476901_427717629_3_0_0&sr_pri_blocks=1452476901_427717629_3_0_0__53632&from=searchresults,0.4 miles from downtown,9.8,0.4 miles from downtown,Venice,2027-08-02,2027-08-05,2026-07-26 15:17:14
Residenza Hotel San Maurizio,"1,234",Superior Triple Room,7.8,https://www.booking.com/hotel/it/residenza-san-maurizio.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF92ZW5pY2VIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALE0JjTBsACAdICJDE3OTQzOWM5LTNiMGEtNDU3OS04ZjBiLTE5OTJiYjAzNGM3MtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-02&checkout=2027-08-05&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=9&hapos=9&sr_order=popularity&srpvid=bb756d223ee001ba&srepoch=1785079885&all_sr_blocks=8357503_337751098_3_0_0&highlighted_blocks=8357503_337751098_3_0_0&matching_block_id=8357503_337751098_3_0_0&sr_pri_blocks=8357503_337751098_3_0_0__48015&from=searchresults,0.3 miles from downtown,9.3,0.3 miles from downtown,Venice,2027-08-02,2027-08-05,2026-07-26 15:17:14
Venicedire,"1,213",Apartment,9.5,https://www.booking.com/hotel/it/venicedire.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF92ZW5pY2VIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALE0JjTBsACAdICJDE3OTQzOWM5LTNiMGEtNDU3OS04ZjBiLTE5OTJiYjAzNGM3MtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-02&checkout=2027-08-05&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=10&hapos=10&sr_order=popularity&srpvid=bb756d223ee001ba&srepoch=1785079885&all_sr_blocks=194353301_160144997_2_0_0&highlighted_blocks=194353301_160144997_2_0_0&matching_block_id=194353301_160144997_2_0_0&sr_pri_blocks=194353301_160144997_2_0_0__52196&from=searchresults,1.1 miles from downtown,9.8,1.1 miles from downtown,Venice,2027-08-02,2027-08-05,2026-07-26 15:17:14
CHARMING HOUSE IN VENICE,"1,121",One-Bedroom Apartment,9.1,https://www.booking.com/hotel/it/charming-house-in-venice.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF92ZW5pY2VIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALE0JjTBsACAdICJDE3OTQzOWM5LTNiMGEtNDU3OS04ZjBiLTE5OTJiYjAzNGM3MtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-02&checkout=2027-08-05&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=12&hapos=12&sr_order=popularity&srpvid=bb756d223ee001ba&srepoch=1785079885&all_sr_blocks=620608401_382363502_4_0_0&highlighted_blocks=620608401_382363502_4_0_0&matching_block_id=620608401_382363502_4_0_0&sr_pri_blocks=620608401_382363502_4_0_0__43636&from=searchresults,1 miles from downtown,9.5,1 miles from downtown,Venice,2027-08-02,2027-08-05,2026-07-26 15:17:14
Ca' della Corte,841,Double Room,9.4,https://www.booking.com/hotel/it/cadellacorte.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF92ZW5pY2VIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALE0JjTBsACAdICJDE3OTQzOWM5LTNiMGEtNDU3OS04ZjBiLTE5OTJiYjAzNGM3MtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-02&checkout=2027-08-05&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=13&hapos=13&sr_order=popularity&srpvid=bb756d223ee001ba&srepoch=1785079885&all_sr_blocks=19127301_80333110_0_0_0&highlighted_blocks=19127301_80333110_0_0_0&matching_block_id=19127301_80333110_0_0_0&sr_pri_blocks=19127301_80333110_0_0_0__32727&from=searchresults,0.8 miles from downtown,9.7,0.8 miles from downtown,Venice,2027-08-02,2027-08-05,2026-07-26 15:17:14
Il Pozzo Magico,"1,371",Deluxe Double or Twin Room with City View,8.8,https://www.booking.com/hotel/it/il-pozzo-magico.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF92ZW5pY2VIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALE0JjTBsACAdICJDE3OTQzOWM5LTNiMGEtNDU3OS04ZjBiLTE5OTJiYjAzNGM3MtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-02&checkout=2027-08-05&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=14&hapos=14&sr_order=popularity&srpvid=bb756d223ee001ba&srepoch=1785079885&all_sr_blocks=395626005_427856258_2_0_0&highlighted_blocks=395626005_427856258_2_0_0&matching_block_id=395626005_427856258_2_0_0&sr_pri_blocks=395626005_427856258_2_0_0__56363&from=searchresults,0.6 miles from downtown,9.3,0.6 miles from downtown,Venice,2027-08-02,2027-08-05,2026-07-26 15:17:14
Casetta,"1,261",Two-Bedroom Apartment,8.3,https://www.booking.com/hotel/it/casetta-venezia1.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF92ZW5pY2VIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALE0JjTBsACAdICJDE3OTQzOWM5LTNiMGEtNDU3OS04ZjBiLTE5OTJiYjAzNGM3MtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-02&checkout=2027-08-05&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=15&hapos=15&sr_order=popularity&srpvid=bb756d223ee001ba&srepoch=1785079885&all_sr_blocks=602213901_236193825_5_0_0&highlighted_blocks=602213901_236193825_5_0_0&matching_block_id=602213901_236193825_5_0_0&sr_pri_blocks=602213901_236193825_5_0_0__49091&from=searchresults,0.5 miles from downtown,9.3,0.5 miles from downtown,Venice,2027-08-02,2027-08-05,2026-07-26 15:17:14
Cà Fede,981,One-Bedroom Apartment - Non-Smoking,9.0,https://www.booking.com/hotel/it/ca-fede.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF92ZW5pY2VIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALE0JjTBsACAdICJDE3OTQzOWM5LTNiMGEtNDU3OS04ZjBiLTE5OTJiYjAzNGM3MtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-02&checkout=2027-08-05&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=18&hapos=18&sr_order=popularity&srpvid=bb756d223ee001ba&srepoch=1785079885&all_sr_blocks=1583285601_430443765_2_0_0&highlighted_blocks=1583285601_430443765_2_0_0&matching_block_id=1583285601_430443765_2_0_0&sr_pri_blocks=1583285601_430443765_2_0_0__38182&from=searchresults,0.5 miles from downtown,9.5,0.5 miles from downtown,Venice,2027-08-02,2027-08-05,2026-07-26 15:17:14
Hotel Messner,"1,047",Apartment - Ground Floor,4.3,https://www.booking.com/hotel/it/messner.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF92ZW5pY2VIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALE0JjTBsACAdICJDE3OTQzOWM5LTNiMGEtNDU3OS04ZjBiLTE5OTJiYjAzNGM3MtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-02&checkout=2027-08-05&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=19&hapos=19&sr_order=popularity&srpvid=bb756d223ee001ba&srepoch=1785079885&all_sr_blocks=8013250_274065251_3_42_0_288551&highlighted_blocks=8013250_274065251_3_42_0_288551&matching_block_id=8013250_274065251_3_42_0_288551&sr_pri_blocks=8013250_274065251_3_42_0_288551_40729&from=searchresults,0.4 miles from downtown,N/A,0.4 miles from downtown,Venice,2027-08-02,2027-08-05,2026-07-26 15:17:14
A CASA DI PEPLIS,"1,310",Apartment,9.6,https://www.booking.com/hotel/it/a-casa-di-peplis.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF92ZW5pY2VIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALE0JjTBsACAdICJDE3OTQzOWM5LTNiMGEtNDU3OS04ZjBiLTE5OTJiYjAzNGM3MtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-02&checkout=2027-08-05&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=22&hapos=22&sr_order=popularity&srpvid=bb756d223ee001ba&srepoch=1785079885&all_sr_blocks=415819801_346648077_2_0_0&highlighted_blocks=415819801_346648077_2_0_0&matching_block_id=415819801_346648077_2_0_0&sr_pri_blocks=415819801_346648077_2_0_0__55000&from=searchresults,0.8 miles from downtown,9.8,0.8 miles from downtown,Venice,2027-08-02,2027-08-05,2026-07-26 15:17:14
"Santamarta, the apartment for your Venetian holidays",878,Apartment,8.8,https://www.booking.com/hotel/it/santamarta-the-apartment-for-your-venetian-holidays.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF92ZW5pY2VIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALE0JjTBsACAdICJDE3OTQzOWM5LTNiMGEtNDU3OS04ZjBiLTE5OTJiYjAzNGM3MtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-02&checkout=2027-08-05&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=24&hapos=24&sr_order=popularity&srpvid=bb756d223ee001ba&srepoch=1785079885&all_sr_blocks=315712002_417158146_2_0_0&highlighted_blocks=315712002_417158146_2_0_0&matching_block_id=315712002_417158146_2_0_0&sr_pri_blocks=315712002_417158146_2_0_0__40455&from=searchresults,1.3 miles from downtown,9.5,1.3 miles from downtown,Venice,2027-08-02,2027-08-05,2026-07-26 15:17:14
Bohemian Palace Florence,838,Double Room,8.6,https://www.booking.com/hotel/it/bohemian-palace-florence.html?aid=304142&label=gen173nr-10CAQoggJCI3NlYXJjaF9mbG9yZW5jZSBzYW50YSBtYXJpYSBub3ZlbGxhSDFYBGiyAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCktOY0wbAAgHSAiQ2ZGRhNThmNi02OGY5LTRmYmYtOGZhNi1hNmJkYjE1ZTc5YzXYAgHgAgE&ucfs=1&arphpl=1&checkin=2027-08-05&checkout=2027-08-08&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=1&hapos=1&sr_order=popularity&srpvid=52a96dc9bfd516c2&srepoch=1785080227&all_sr_blocks=1675914201_439325253_4_0_0&highlighted_blocks=1675914201_439325253_4_0_0&matching_block_id=1675914201_439325253_4_0_0&sr_pri_blocks=1675914201_439325253_4_0_0__32619&from=searchresults,0.2 miles from Santa Maria Novella Train Station,10,0.2 miles from Santa Maria Novella Train Station,Florence Santa Maria Novella,2027-08-05,2027-08-08,2026-07-26 15:17:14
Firenze Rooms Cathedral B&B,"1,112",Standard Triple Room,7.6,https://www.booking.com/hotel/it/firenze-rooms-cathedral-b-amp-b.html?aid=304142&label=gen173nr-10CAQoggJCI3NlYXJjaF9mbG9yZW5jZSBzYW50YSBtYXJpYSBub3ZlbGxhSDFYBGiyAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCktOY0wbAAgHSAiQ2ZGRhNThmNi02OGY5LTRmYmYtOGZhNi1hNmJkYjE1ZTc5YzXYAgHgAgE&ucfs=1&arphpl=1&checkin=2027-08-05&checkout=2027-08-08&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=3&hapos=3&sr_order=popularity&srpvid=52a96dc9bfd516c2&srepoch=1785080227&all_sr_blocks=756989503_373282128_3_0_0&highlighted_blocks=756989503_373282128_3_0_0&matching_block_id=756989503_373282128_3_0_0&sr_pri_blocks=756989503_373282128_3_0_0__43281&from=searchresults,0.4 miles from Santa Maria Novella Train Station,9.7,0.4 miles from Santa Maria Novella Train Station,Florence Santa Maria Novella,2027-08-05,2027-08-08,2026-07-26 15:17:14
"Piazza Signoria 1, apartment","1,096",Apartment,9.5,https://www.booking.com/hotel/it/piazza-signoria-1-apartment.html?aid=304142&label=gen173nr-10CAQoggJCI3NlYXJjaF9mbG9yZW5jZSBzYW50YSBtYXJpYSBub3ZlbGxhSDFYBGiyAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCktOY0wbAAgHSAiQ2ZGRhNThmNi02OGY5LTRmYmYtOGZhNi1hNmJkYjE1ZTc5YzXYAgHgAgE&ucfs=1&arphpl=1&checkin=2027-08-05&checkout=2027-08-08&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=4&hapos=4&sr_order=popularity&srpvid=52a96dc9bfd516c2&srepoch=1785080227&all_sr_blocks=368049301_173267187_3_0_0&highlighted_blocks=368049301_173267187_3_0_0&matching_block_id=368049301_173267187_3_0_0&sr_pri_blocks=368049301_173267187_3_0_0__46655&from=searchresults,0.6 miles from Santa Maria Novella Train Station,9.9,0.6 miles from Santa Maria Novella Train Station,Florence Santa Maria Novella,2027-08-05,2027-08-08,2026-07-26 15:17:14
Hotel Brooklyn,"1,378",Triple Room,7.7,https://www.booking.com/hotel/it/lombardi.html?aid=304142&label=gen173nr-10CAQoggJCI3NlYXJjaF9mbG9yZW5jZSBzYW50YSBtYXJpYSBub3ZlbGxhSDFYBGiyAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCktOY0wbAAgHSAiQ2ZGRhNThmNi02OGY5LTRmYmYtOGZhNi1hNmJkYjE1ZTc5YzXYAgHgAgE&ucfs=1&arphpl=1&checkin=2027-08-05&checkout=2027-08-08&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=5&hapos=5&sr_order=popularity&srpvid=52a96dc9bfd516c2&srepoch=1785080227&all_sr_blocks=8035004_394937746_2_2_0&highlighted_blocks=8035004_394937746_2_2_0&matching_block_id=8035004_394937746_2_2_0&sr_pri_blocks=8035004_394937746_2_2_0__53636&from=searchresults,0.1 miles from Santa Maria Novella Train Station,N/A,0.1 miles from Santa Maria Novella Train Station,Florence Santa Maria Novella,2027-08-05,2027-08-08,2026-07-26 15:17:14
Luxury Apartment Near the Duomo accommodate up to 4 people,"1,487",One-Bedroom Apartment,9.0,https://www.booking.com/hotel/it/luxury-apartment-near-the-duomo-accommodate-up-to-4-people.html?aid=304142&label=gen173nr-10CAQoggJCI3NlYXJjaF9mbG9yZW5jZSBzYW50YSBtYXJpYSBub3ZlbGxhSDFYBGiyAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCktOY0wbAAgHSAiQ2ZGRhNThmNi02OGY5LTRmYmYtOGZhNi1hNmJkYjE1ZTc5YzXYAgHgAgE&ucfs=1&arphpl=1&checkin=2027-08-05&checkout=2027-08-08&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=7&hapos=7&sr_order=popularity&srpvid=52a96dc9bfd516c2&srepoch=1785080227&all_sr_blocks=1658849101_437797807_2_0_0&highlighted_blocks=1658849101_437797807_2_0_0&matching_block_id=1658849101_437797807_2_0_0&sr_pri_blocks=1658849101_437797807_2_0_0__57854&from=searchresults,0.5 miles from Santa Maria Novella Train Station,10,0.5 miles from Santa Maria Novella Train Station,Florence Santa Maria Novella,2027-08-05,2027-08-08,2026-07-26 15:17:14
Residenza Ardengo - Renaissance palace near Duomo,"1,365",Two-Bedroom Apartment,9.6,https://www.booking.com/hotel/it/residenza-ardengo-renaissance-palace-near-duomo.html?aid=304142&label=gen173nr-10CAQoggJCI3NlYXJjaF9mbG9yZW5jZSBzYW50YSBtYXJpYSBub3ZlbGxhSDFYBGiyAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCktOY0wbAAgHSAiQ2ZGRhNThmNi02OGY5LTRmYmYtOGZhNi1hNmJkYjE1ZTc5YzXYAgHgAgE&ucfs=1&arphpl=1&checkin=2027-08-05&checkout=2027-08-08&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=8&hapos=8&sr_order=popularity&srpvid=52a96dc9bfd516c2&srepoch=1785080227&all_sr_blocks=1274586601_400284421_4_0_0&highlighted_blocks=1274586601_400284421_4_0_0&matching_block_id=1274586601_400284421_4_0_0&sr_pri_blocks=1274586601_400284421_4_0_0__65113&from=searchresults,0.3 miles from Santa Maria Novella Train Station,10,0.3 miles from Santa Maria Novella Train Station,Florence Santa Maria Novella,2027-08-05,2027-08-08,2026-07-26 15:17:14
Corte Santa Maria - Florence Dolce Vita,"1,443",Apartment,8.2,https://www.booking.com/hotel/it/corte-santa-maria-florence-dolce-vita.html?aid=304142&label=gen173nr-10CAQoggJCI3NlYXJjaF9mbG9yZW5jZSBzYW50YSBtYXJpYSBub3ZlbGxhSDFYBGiyAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCktOY0wbAAgHSAiQ2ZGRhNThmNi02OGY5LTRmYmYtOGZhNi1hNmJkYjE1ZTc5YzXYAgHgAgE&ucfs=1&arphpl=1&checkin=2027-08-05&checkout=2027-08-08&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=9&hapos=9&sr_order=popularity&srpvid=52a96dc9bfd516c2&srepoch=1785080227&all_sr_blocks=1333724202_406010977_3_0_0&highlighted_blocks=1333724202_406010977_3_0_0&matching_block_id=1333724202_406010977_3_0_0&sr_pri_blocks=1333724202_406010977_3_0_0__68153&from=searchresults,0.2 miles from Santa Maria Novella Train Station,N/A,0.2 miles from Santa Maria Novella Train Station,Florence Santa Maria Novella,2027-08-05,2027-08-08,2026-07-26 15:17:14
